REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL
Tennessee,2015,52,1.15248,52
Texas,2015,52,5.70737,1274
Utah,2015,52,2.30778,422
Vermont,2015,52,1.93258,43
Virginia,2015,52,2.67095,2560
Washington,2015,52,0.747384,20
West Virginia,2015,52,1.65355,250
Wisconsin,2015,52,1.79739,55
Wyoming,2015,52,0.897868,32
Puerto Rico,2015,52,4.91172,306
Virgin Islands,2015,52,1.57767,13
New York City,2015,52,2.91514,2776
Alabama,2016,1,2.77095,293
Alaska,2016,1,0.591716,5
Arizona,2016,1,2.77037,644
Arkansas,2016,1,1.24318,57
California,2016,1,2.5018,1077
Colorado,2016,1,1.148,37
Connecticut,2016,1,2.65283,92
Delaware,2016,1,0.266351,9
District of Columbia,2016,1,9.30537,213
Florida,2016,1,X,X
Georgia,2016,1,1.56396,587
Hawaii,2016,1,1.22735,21
Idaho,2016,1,1.48072,43
Illinois,2016,1,2.44474,1178
Indiana,2016,1,1.45969,65
Iowa,2016,1,0.824317,16
Kansas,2016,1,1.59266,99
Kentucky,2016,1,0.652522,175
Louisiana,2016,1,2.26002,986
Maine,2016,1,0.862745,44
Maryland,2016,1,2.27929,150
Massachusetts,2016,1,1.03824,243
Michigan,2016,1,0.953501,219
Minnesota,2016,1,0.556836,29
Mississippi,2016,1,2.65897,516
Missouri,2016,1,1.91673,122
Montana,2016,1,0.123495,4
Nebraska,2016,1,0.529412,18
Nevada,2016,1,1.18955,169
New Hampshire,2016,1,0.368409,16
New Jersey,2016,1,1.54976,57
New Mexico,2016,1,1.60428,183
New York,2016,1,1.15723,92
North Carolina,2016,1,1.56604,214
North Dakota,2016,1,0.20141,2
Ohio,2016,1,0.833012,151
Oklahoma,2016,1,2.32655,112
Oregon,2016,1,1.2949,62
Pennsylvania,2016,1,2.43179,295
Rhode Island,2016,1,0.352113,14
South Carolina,2016,1,0.683018,22
South Dakota,2016,1,1.50217,135
Tennessee,2016,1,1.23172,112
Texas,2016,1,4.68602,1282
Utah,2016,1,1.57693,321
Vermont,2016,1,1.50082,46
Virginia,2016,1,2.32881,2167
Washington,2016,1,0.554201,25
West Virginia,2016,1,1.24065,219
Wisconsin,2016,1,1.74376,95
Wyoming,2016,1,0.805195,31
Puerto Rico,2016,1,4.34474,245
Virgin Islands,2016,1,1.57767,13
New York City,2016,1,2.38171,2463
Alabama,2016,2,2.79062,350
Alaska,2016,2,0.332963,3
Arizona,2016,2,2.78806,678
Arkansas,2016,2,1.63324,79
California,2016,2,2.47039,1043
Colorado,2016,2,0.941567,34
Connecticut,2016,2,2.82404,117
Delaware,2016,2,0.214988,7
District of Columbia,2016,2,6.23525,185
Florida,2016,2,X,X
Georgia,2016,2,1.53293,537
Hawaii,2016,2,1.75439,32
Idaho,2016,2,1.28824,32
Illinois,2016,2,2.79141,1217
Indiana,2016,2,0.945587,57
Iowa,2016,2,0.587438,13
Kansas,2016,2,1.20081,83
Kentucky,2016,2,0.639714,172
Louisiana,2016,2,2.44385,1001
Maine,2016,2,0.872151,44
Maryland,2016,2,3.07626,213
Massachusetts,2016,2,1.09204,250
Michigan,2016,2,0.687134,156
Minnesota,2016,2,0.58096,31
Mississippi,2016,2,2.4243,470
Missouri,2016,2,1.59607,104
Montana,2016,2,0.0592944,2
Nebraska,2016,2,0.527395,18
Nevada,2016,2,0.909577,119
New Hampshire,2016,2,0.480077,20
New Jersey,2016,2,1.343,50
New Mexico,2016,2,1.85863,203
New York,2016,2,2.56989,205
North Carolina,2016,2,1.72929,243
North Dakota,2016,2,0.906736,7
Ohio,2016,2,0.893183,147
Oklahoma,2016,2,2.78759,150
Oregon,2016,2,1.6622,93
Pennsylvania,2016,2,2.15585,288
Rhode Island,2016,2,0.468933,20
South Carolina,2016,2,0.720721,28
South Dakota,2016,2,1.5884,138
Tennessee,2016,2,1.81601,152
Texas,2016,2,4.16846,1164
Utah,2016,2,2.10701,432
Vermont,2016,2,1.35501,40
Virginia,2016,2,2.22837,1956
Washington,2016,2,0.797147,38
West Virginia,2016,2,1.21729,207
Wisconsin,2016,2,1.47809,84
Wyoming,2016,2,0.700389,27
Puerto Rico,2016,2,4.28726,277
Virgin Islands,2016,2,1.65605,13
New York City,2016,2,2.23068,2268
Alabama,2016,3,3.24173,394
Alaska,2016,3,0.4329,4
Arizona,2016,3,3.02494,666
Arkansas,2016,3,1.72027,69
California,2016,3,2.68971,1097
Colorado,2016,3,1.00711,34
Connecticut,2016,3,2.8912,114
Delaware,2016,3,0.0820008,2
District of Columbia,2016,3,4.66491,71
Florida,2016,3,X,X
Georgia,2016,3,1.71299,625
Hawaii,2016,3,2.45362,41
Idaho,2016,3,1.2318,33
Illinois,2016,3,2.56198,1238
Indiana,2016,3,1.44479,84
Iowa,2016,3,0.288323,6
Kansas,2016,3,1.20733,81
Kentucky,2016,3,0.434208,92
Louisiana,2016,3,2.4867,1108
Maine,2016,3,0.951315,51
Maryland,2016,3,2.80927,166
Massachusetts,2016,3,1.25813,269
Michigan,2016,3,0.898847,209
Minnesota,2016,3,0.676788,37
Mississippi,2016,3,2.8172,536
Missouri,2016,3,1.82839,127
Montana,2016,3,0.129534,4
Nebraska,2016,3,0.328554,11
Nevada,2016,3,1.23082,154
New Hampshire,2016,3,0.408163,18
New Jersey,2016,3,1.58053,63
New Mexico,2016,3,2.35777,247
New York,2016,3,1.90067,155
North Carolina,2016,3,1.85998,178
North Dakota,2016,3,0.231214,2
Ohio,2016,3,0.734548,123
Oklahoma,2016,3,3.67476,221
Oregon,2016,3,2.13383,81
Pennsylvania,2016,3,2.27801,294
Rhode Island,2016,3,0.554855,22
South Carolina,2016,3,0.791053,29
South Dakota,2016,3,1.84008,165
Tennessee,2016,3,1.87742,121
Texas,2016,3,4.36048,1318
Utah,2016,3,2.14924,411
Vermont,2016,3,1.52561,42
Virginia,2016,3,2.18843,1648
Washington,2016,3,1.0872,49
West Virginia,2016,3,1.32488,165
Wisconsin,2016,3,1.98363,126
Wyoming,2016,3,0.806452,29
Puerto Rico,2016,3,5.11642,345
Virgin Islands,2016,3,1.69903,14
New York City,2016,3,2.26008,2149
Alabama,2016,4,3.15247,416
Alaska,2016,4,0.718686,7
Arizona,2016,4,3.40586,778
Arkansas,2016,4,2.21743,113
California,2016,4,2.83328,1347
Colorado,2016,4,0.835921,35
Connecticut,2016,4,3.29925,171
Delaware,2016,4,0.10101,3
District of Columbia,2016,4,5.86047,126
Florida,2016,4,X,X
Georgia,2016,4,1.83451,623
Hawaii,2016,4,3.19211,55
Idaho,2016,4,1.71334,52
Illinois,2016,4,2.75204,1402
Indiana,2016,4,1.56227,104
Iowa,2016,4,0.549218,13
Kansas,2016,4,1.45168,105
Kentucky,2016,4,0.514626,133
Louisiana,2016,4,2.34685,1106
Maine,2016,4,0.886557,49
Maryland,2016,4,2.33088,174
Massachusetts,2016,4,1.43077,353
Michigan,2016,4,0.842919,192
Minnesota,2016,4,0.762547,43
Mississippi,2016,4,3.15879,666
Missouri,2016,4,1.60151,136
Montana,2016,4,0.246548,10
Nebraska,2016,4,0.406858,14
Nevada,2016,4,1.19691,186
New Hampshire,2016,4,0.45045,23
New Jersey,2016,4,1.85906,86
New Mexico,2016,4,2.39875,308
New York,2016,4,1.6013,167
North Carolina,2016,4,1.52851,215
North Dakota,2016,4,0.343249,3
Ohio,2016,4,0.841751,155
Oklahoma,2016,4,3.51783,218
Oregon,2016,4,2.12389,96
Pennsylvania,2016,4,2.4708,385
Rhode Island,2016,4,0.631735,34
South Carolina,2016,4,0.654387,27
South Dakota,2016,4,1.59929,144
Tennessee,2016,4,1.3291,134
Texas,2016,4,4.96129,1551
Utah,2016,4,2.69415,545
Vermont,2016,4,1.80208,59
Virginia,2016,4,1.93452,1677
Washington,2016,4,1.01818,56
West Virginia,2016,4,1.47666,229
Wisconsin,2016,4,1.34354,86
Wyoming,2016,4,0.703675,27
Puerto Rico,2016,4,7.33333,473
Virgin Islands,2016,4,1.25,10
New York City,2016,4,2.43412,2519
Alabama,2016,5,3.24061,332
Alaska,2016,5,0.601323,10
Arizona,2016,5,3.97859,892
Arkansas,2016,5,2.07073,113
California,2016,5,3.28407,1600
Colorado,2016,5,1.16318,35
Connecticut,2016,5,3.19507,171
Delaware,2016,5,0.186625,6
District of Columbia,2016,5,5.19972,151
Florida,2016,5,X,X
Georgia,2016,5,1.81663,682
Hawaii,2016,5,2.35911,36
Idaho,2016,5,2.32394,66
Illinois,2016,5,3.04572,1551
Indiana,2016,5,1.20893,78
Iowa,2016,5,0.528053,8
Kansas,2016,5,1.67744,122
Kentucky,2016,5,0.708629,187
Louisiana,2016,5,2.51039,1172
Maine,2016,5,1.15839,52
Maryland,2016,5,1.34237,101
Massachusetts,2016,5,1.61123,389
Michigan,2016,5,1.01783,246
Minnesota,2016,5,1.00438,39
Mississippi,2016,5,2.87259,574
Missouri,2016,5,1.37948,110
Montana,2016,5,0.224027,8
Nebraska,2016,5,0.437158,12
Nevada,2016,5,1.38714,187
New Hampshire,2016,5,0.588713,29
New Jersey,2016,5,1.69208,81
New Mexico,2016,5,2.6483,321
New York,2016,5,1.7329,191
North Carolina,2016,5,1.6268,236
North Dakota,2016,5,1.07738,11
Ohio,2016,5,0.874179,173
Oklahoma,2016,5,3.41487,215
Oregon,2016,5,2.22763,119
Pennsylvania,2016,5,2.45783,389
Rhode Island,2016,5,1.11997,59
South Carolina,2016,5,1.14037,42
South Dakota,2016,5,2.06847,174
Tennessee,2016,5,1.7164,176
Texas,2016,5,4.89241,1512
Utah,2016,5,2.83149,574
Vermont,2016,5,1.06446,36
Virginia,2016,5,1.74534,1472
Washington,2016,5,1.28357,76
West Virginia,2016,5,1.13276,157
Wisconsin,2016,5,1.62109,99
Wyoming,2016,5,1.11516,49
Puerto Rico,2016,5,8.57451,477
Virgin Islands,2016,5,2.7127,22
New York City,2016,5,2.59917,2788
Alabama,2016,6,3.12853,332
Alaska,2016,6,1.19976,20
Arizona,2016,6,5.18344,1297
Arkansas,2016,6,2.53538,129
California,2016,6,3.91439,1882
Colorado,2016,6,1.27733,52
Connecticut,2016,6,4.15838,209
Delaware,2016,6,0.0978793,3
District of Columbia,2016,6,5.65627,156
Florida,2016,6,X,X
Georgia,2016,6,1.83585,716
Hawaii,2016,6,4.0253,70
Idaho,2016,6,1.38484,38
Illinois,2016,6,3.32896,1699
Indiana,2016,6,1.50665,94
Iowa,2016,6,0.564744,14
Kansas,2016,6,1.6462,122
Kentucky,2016,6,1.00349,253
Louisiana,2016,6,2.62713,1120
Maine,2016,6,0.899844,46
Maryland,2016,6,2.60127,201
Massachusetts,2016,6,1.49574,335
Michigan,2016,6,1.37645,309
Minnesota,2016,6,1.11789,44
Mississippi,2016,6,3.51508,606
Missouri,2016,6,2.1764,171
Montana,2016,6,0.336962,13
Nebraska,2016,6,0.704424,25
Nevada,2016,6,1.80372,254
New Hampshire,2016,6,0.626305,30
New Jersey,2016,6,2.60692,128
New Mexico,2016,6,3.72,482
New York,2016,6,2.71642,273
North Carolina,2016,6,2.16115,313
North Dakota,2016,6,1.27796,4
Ohio,2016,6,1.09736,203
Oklahoma,2016,6,4.41915,264
Oregon,2016,6,1.90729,79
Pennsylvania,2016,6,2.37481,368
Rhode Island,2016,6,0.952025,51
South Carolina,2016,6,1.52526,64
South Dakota,2016,6,2.9212,258
Tennessee,2016,6,1.63431,149
Texas,2016,6,5.62804,1816
Utah,2016,6,3.18894,678
Vermont,2016,6,1.7097,49
Virginia,2016,6,1.9085,1601
Washington,2016,6,1.78059,93
West Virginia,2016,6,1.81735,278
Wisconsin,2016,6,1.74373,112
Wyoming,2016,6,1.60428,75
Puerto Rico,2016,6,8.05906,524
Virgin Islands,2016,6,2.10918,17
New York City,2016,6,3.00798,3071
Alabama,2016,7,3.89068,484
Alaska,2016,7,1.698,28
Arizona,2016,7,5.17415,1181
Arkansas,2016,7,2.69906,140
California,2016,7,4.39619,1893
Colorado,2016,7,1.50134,56
Connecticut,2016,7,3.70722,195
Delaware,2016,7,0.0641643,2
District of Columbia,2016,7,5.99214,122
Florida,2016,7,X,X
Georgia,2016,7,2.34201,928
Hawaii,2016,7,4.25139,69
Idaho,2016,7,2.25225,65
Illinois,2016,7,3.87532,2003
Indiana,2016,7,2.05432,118
Iowa,2016,7,1.1657,28
Kansas,2016,7,2.34536,182
Kentucky,2016,7,1.48209,398
Louisiana,2016,7,2.89193,1380
Maine,2016,7,0.920887,44
Maryland,2016,7,4.37746,334
Massachusetts,2016,7,1.57182,311
Michigan,2016,7,1.7294,391
Minnesota,2016,7,2.73241,87
Mississippi,2016,7,3.54654,743
Missouri,2016,7,2.2293,182
Montana,2016,7,0.349548,12
Nebraska,2016,7,0.699097,24
Nevada,2016,7,2.24189,309
New Hampshire,2016,7,0.655165,30
New Jersey,2016,7,3.01218,141
New Mexico,2016,7,4.09926,560
New York,2016,7,1.76664,172
North Carolina,2016,7,3.12333,409
North Dakota,2016,7,1.57195,13
Ohio,2016,7,1.44145,251
Oklahoma,2016,7,3.59483,214
Oregon,2016,7,2.81959,133
Pennsylvania,2016,7,2.02913,294
Rhode Island,2016,7,1.36986,71
South Carolina,2016,7,1.99443,86
South Dakota,2016,7,2.56379,210
Tennessee,2016,7,3.11609,284
Texas,2016,7,6.36256,2035
Utah,2016,7,4.09285,864
Vermont,2016,7,2.73022,59
Virginia,2016,7,2.32802,2090
Washington,2016,7,2.35294,120
West Virginia,2016,7,1.74266,279
Wisconsin,2016,7,2.16718,140
Wyoming,2016,7,1.67118,74
Puerto Rico,2016,7,6.56689,430
Virgin Islands,2016,7,1.87735,15
New York City,2016,7,3.26483,3303
Alabama,2016,8,4.39855,509
Alaska,2016,8,1.99413,34
Arizona,2016,8,5.38213,1181
Arkansas,2016,8,3.17365,159
California,2016,8,3.73143,1859
Colorado,2016,8,1.58921,66
Connecticut,2016,8,3.7826,190
Delaware,2016,8,0.658307,21
District of Columbia,2016,8,7.911,192
Florida,2016,8,X,X
Georgia,2016,8,2.60638,1045
Hawaii,2016,8,5.57043,104
Idaho,2016,8,1.46189,42
Illinois,2016,8,3.88773,1989
Indiana,2016,8,2.7492,171
Iowa,2016,8,1.35017,31
Kansas,2016,8,2.40447,185
Kentucky,2016,8,2.34549,526
Louisiana,2016,8,3.20624,1491
Maine,2016,8,0.883864,43
Maryland,2016,8,3.16991,236
Massachusetts,2016,8,1.57617,382
Michigan,2016,8,2.39001,597
Minnesota,2016,8,2.65649,87
Mississippi,2016,8,4.57577,933
Missouri,2016,8,2.0909,190
Montana,2016,8,0.247321,9
Nebraska,2016,8,1.00546,35
Nevada,2016,8,2.34118,356
New Hampshire,2016,8,0.753212,34
New Jersey,2016,8,2.58117,128
New Mexico,2016,8,4.16112,594
New York,2016,8,2.83297,288
North Carolina,2016,8,4.19302,663
North Dakota,2016,8,1.02564,8
Ohio,2016,8,1.67182,335
Oklahoma,2016,8,3.86364,238
Oregon,2016,8,2.48518,130
Pennsylvania,2016,8,2.91049,438
Rhode Island,2016,8,1.46733,86
South Carolina,2016,8,2.38253,108
South Dakota,2016,8,2.42168,235
Tennessee,2016,8,3.338,358
Texas,2016,8,4.48169,1147
Utah,2016,8,4.24214,979
Vermont,2016,8,1.53653,49
Virginia,2016,8,2.69247,2575
Washington,2016,8,2.10858,127
West Virginia,2016,8,2.69257,438
Wisconsin,2016,8,2.55664,167
Wyoming,2016,8,1.66878,79
Puerto Rico,2016,8,6.60361,370
Virgin Islands,2016,8,0.754717,6
New York City,2016,8,3.18542,3450
Alabama,2016,9,5.47097,521
Alaska,2016,9,1.92744,34
Arizona,2016,9,5.02006,1251
Arkansas,2016,9,4.87194,175
California,2016,9,3.63724,1804
Colorado,2016,9,1.67642,63
Connecticut,2016,9,3.4711,194
Delaware,2016,9,1.03028,33
District of Columbia,2016,9,9.23582,197
Florida,2016,9,X,X
Georgia,2016,9,2.84092,1141
Hawaii,2016,9,6.0241,100
Idaho,2016,9,1.79856,55
Illinois,2016,9,4.17069,2162
Indiana,2016,9,3.48604,226
Iowa,2016,9,1.6221,37
Kansas,2016,9,2.94245,204
Kentucky,2016,9,2.1133,576
Louisiana,2016,9,3.70534,1840
Maine,2016,9,0.903274,48
Maryland,2016,9,3.00395,266
Massachusetts,2016,9,1.75215,413
Michigan,2016,9,2.6582,670
Minnesota,2016,9,3.09101,162
Mississippi,2016,9,4.8877,988
Missouri,2016,9,2.83647,247
Montana,2016,9,0.60347,24
Nebraska,2016,9,1.48835,53
Nevada,2016,9,2.76263,390
New Hampshire,2016,9,0.783828,38
New Jersey,2016,9,3.76333,187
New Mexico,2016,9,5.04657,699
New York,2016,9,3.41463,357
North Carolina,2016,9,3.99742,620
North Dakota,2016,9,0.890208,6
Ohio,2016,9,1.65649,312
Oklahoma,2016,9,3.16993,183
Oregon,2016,9,2.66258,165
Pennsylvania,2016,9,3.32486,484
Rhode Island,2016,9,1.36803,82
South Carolina,2016,9,2.36412,107
South Dakota,2016,9,2.11684,204
Tennessee,2016,9,3.33087,361
Texas,2016,9,4.7195,1203
Utah,2016,9,3.4478,755
Vermont,2016,9,2.19161,70
Virginia,2016,9,3.34539,3246
Washington,2016,9,1.66157,87
West Virginia,2016,9,2.71718,487
Wisconsin,2016,9,2.98078,197
Wyoming,2016,9,1.96032,83
Puerto Rico,2016,9,5.72438,324
Virgin Islands,2016,9,1.08578,10
New York City,2016,9,3.45799,3767
Alabama,2016,10,6.55058,632
Alaska,2016,10,3.40426,64
Arizona,2016,10,4.14432,819
Arkansas,2016,10,5.62608,195
California,2016,10,3.69442,1636
Colorado,2016,10,1.67542,67
Connecticut,2016,10,3.61106,205
Delaware,2016,10,1.73697,56
District of Columbia,2016,10,9.33902,219
Florida,2016,10,X,X
Georgia,2016,10,3.45765,1323
Hawaii,2016,10,7.61169,138
Idaho,2016,10,2.03507,65
Illinois,2016,10,3.9101,2093
Indiana,2016,10,4.73192,263
Iowa,2016,10,1.23092,25
Kansas,2016,10,3.26718,242
Kentucky,2016,10,2.67058,746
Louisiana,2016,10,3.63969,1733
Maine,2016,10,1.1257,60
Maryland,2016,10,3.03093,291
Massachusetts,2016,10,2.58081,618
Michigan,2016,10,2.73456,703
Minnesota,2016,10,4.07295,201
Mississippi,2016,10,5.35687,1053
Missouri,2016,10,3.06748,260
Montana,2016,10,0.35229,14
Nebraska,2016,10,1.60966,56
Nevada,2016,10,2.5523,305
New Hampshire,2016,10,1.2543,62
New Jersey,2016,10,4.47187,221
New Mexico,2016,10,4.39492,637
New York,2016,10,3.41609,366
North Carolina,2016,10,3.83595,535
North Dakota,2016,10,1.64127,14
Ohio,2016,10,2.44448,470
Oklahoma,2016,10,4.42237,276
Oregon,2016,10,3.46895,162
Pennsylvania,2016,10,4.46836,519
Rhode Island,2016,10,2.06706,127
South Carolina,2016,10,2.76159,109
South Dakota,2016,10,2.49142,225
Tennessee,2016,10,3.62272,396
Texas,2016,10,4.01485,941
Utah,2016,10,3.57419,785
Vermont,2016,10,2.58802,86
Virginia,2016,10,3.94309,4121
Washington,2016,10,1.42261,75
West Virginia,2016,10,3.104,582
Wisconsin,2016,10,3.27547,217
Wyoming,2016,10,2.55706,121
Puerto Rico,2016,10,6.58011,299
Virgin Islands,2016,10,1.15979,9
New York City,2016,10,3.88275,4399
Alabama,2016,11,4.98188,440
Alaska,2016,11,5.73435,98
Arizona,2016,11,3.57787,813
Arkansas,2016,11,4.29502,145
California,2016,11,3.19283,1293
Colorado,2016,11,1.6285,64
Connecticut,2016,11,2.67584,105
Delaware,2016,11,1.35218,44
District of Columbia,2016,11,9.6564,163
Florida,2016,11,X,X
Georgia,2016,11,2.5205,993
Hawaii,2016,11,7.281,128
Idaho,2016,11,2.4777,50
Illinois,2016,11,3.32867,1642
Indiana,2016,11,3.03411,169
Iowa,2016,11,0.896861,10
Kansas,2016,11,2.57767,151
Kentucky,2016,11,2.2474,494
Louisiana,2016,11,2.87454,1426
Maine,2016,11,1.95195,91
Maryland,2016,11,2.38066,193
Massachusetts,2016,11,2.22927,520
Michigan,2016,11,2.33998,597
Minnesota,2016,11,2.50569,121
Mississippi,2016,11,4.11273,772
Missouri,2016,11,2.6461,211
Montana,2016,11,1.23457,48
Nebraska,2016,11,0.845728,29
Nevada,2016,11,2.77078,319
New Hampshire,2016,11,1.27737,49
New Jersey,2016,11,4.86093,187
New Mexico,2016,11,4.66515,636
New York,2016,11,3.80303,346
North Carolina,2016,11,3.97115,523
North Dakota,2016,11,2.09644,20
Ohio,2016,11,1.78285,344
Oklahoma,2016,11,3.11838,162
Oregon,2016,11,3.20603,136
Pennsylvania,2016,11,3.20347,458
Rhode Island,2016,11,1.72445,94
South Carolina,2016,11,1.82311,74
South Dakota,2016,11,1.92438,170
Tennessee,2016,11,2.20175,184
Texas,2016,11,3.73119,749
Utah,2016,11,3.27439,737
Vermont,2016,11,2.64741,88
Virginia,2016,11,3.7071,3758
Washington,2016,11,1.15516,44
West Virginia,2016,11,2.38769,422
Wisconsin,2016,11,2.7159,178
Wyoming,2016,11,3.47663,148
Puerto Rico,2016,11,5.66038,273
Virgin Islands,2016,11,0.851582,7
New York City,2016,11,3.28136,3508
Alabama,2016,12,5.03734,398
Alaska,2016,12,4.15598,81
Arizona,2016,12,3.08999,731
Arkansas,2016,12,3.59551,80
California,2016,12,2.99262,1201
Colorado,2016,12,1.80285,62
Connecticut,2016,12,2.79368,122
Delaware,2016,12,1.53739,44
District of Columbia,2016,12,8.65231,217
Florida,2016,12,X,X
Georgia,2016,12,2.90096,1101
Hawaii,2016,12,6.41673,89
Idaho,2016,12,1.50134,28
Illinois,2016,12,2.78787,1335
Indiana,2016,12,2.26143,141
Iowa,2016,12,1.0118,12
Kansas,2016,12,2.15661,149
Kentucky,2016,12,1.58069,387
Louisiana,2016,12,2.9295,1380
Maine,2016,12,1.40088,73
Maryland,2016,12,1.72097,159
Massachusetts,2016,12,1.9326,449
Michigan,2016,12,2.18061,566
Minnesota,2016,12,2.23573,114
Mississippi,2016,12,3.84615,791
Missouri,2016,12,2.86005,225
Montana,2016,12,0.43494,12
Nebraska,2016,12,1.05159,32
Nevada,2016,12,1.27855,150
New Hampshire,2016,12,1.18102,58
New Jersey,2016,12,3.9079,185
New Mexico,2016,12,3.93164,513
New York,2016,12,2.89463,278
North Carolina,2016,12,3.45713,431
North Dakota,2016,12,1.36157,9
Ohio,2016,12,1.82237,332
Oklahoma,2016,12,3.48019,188
Oregon,2016,12,1.15677,38
Pennsylvania,2016,12,3.4132,463
Rhode Island,2016,12,1.5854,66
South Carolina,2016,12,1.98708,80
South Dakota,2016,12,2.1174,180
Tennessee,2016,12,2.79813,210
Texas,2016,12,3.46318,777
Utah,2016,12,2.30788,370
Vermont,2016,12,2.20632,74
Virginia,2016,12,3.14517,3079
Washington,2016,12,1.80846,71
West Virginia,2016,12,2.28422,393
Wisconsin,2016,12,2.61708,133
Wyoming,2016,12,2.85855,116
Puerto Rico,2016,12,5.38109,317
Virgin Islands,2016,12,1.75879,14
New York City,2016,12,2.97008,3050
Alabama,2016,13,5.4502,388
Alaska,2016,13,4.42248,85
Arizona,2016,13,2.8788,528
Arkansas,2016,13,3.22581,100
California,2016,13,2.80927,1053
Colorado,2016,13,1.45565,43
Connecticut,2016,13,2.78382,128
Delaware,2016,13,0.867152,25
District of Columbia,2016,13,8.34061,191
Florida,2016,13,X,X
Georgia,2016,13,2.75244,1068
Hawaii,2016,13,5.2356,90
Idaho,2016,13,1.43954,30
Illinois,2016,13,2.55401,1246
Indiana,2016,13,1.73858,110
Iowa,2016,13,1.06496,20
Kansas,2016,13,2.06618,128
Kentucky,2016,13,1.4745,371
Louisiana,2016,13,2.58222,1155
Maine,2016,13,1.80668,100
Maryland,2016,13,1.38378,109
Massachusetts,2016,13,1.92072,471
Michigan,2016,13,1.991,482
Minnesota,2016,13,1.42236,72
Mississippi,2016,13,3.78362,633
Missouri,2016,13,2.94644,214
Montana,2016,13,0.31091,11
Nebraska,2016,13,1.08728,37
Nevada,2016,13,1.00711,102
New Hampshire,2016,13,1.36437,68
New Jersey,2016,13,2.88483,131
New Mexico,2016,13,3.60399,423
New York,2016,13,1.59898,113
North Carolina,2016,13,3.03939,385
North Dakota,2016,13,1.78571,15
Ohio,2016,13,1.47588,250
Oklahoma,2016,13,1.88423,97
Oregon,2016,13,2.3569,105
Pennsylvania,2016,13,2.63062,361
Rhode Island,2016,13,1.29748,69
South Carolina,2016,13,1.57959,65
South Dakota,2016,13,1.78571,157
Tennessee,2016,13,2.89898,295
Texas,2016,13,3.2444,760
Utah,2016,13,2.7132,622
Vermont,2016,13,2.23059,77
Virginia,2016,13,2.81424,2626
Washington,2016,13,1.25404,66
West Virginia,2016,13,2.69803,437
Wisconsin,2016,13,2.69445,150
Wyoming,2016,13,2.21372,81
Puerto Rico,2016,13,3.69909,208
Virgin Islands,2016,13,1.18734,9
New York City,2016,13,2.6039,2654
Alabama,2016,14,4.41285,360
Alaska,2016,14,3.68609,62
Arizona,2016,14,2.73979,611
Arkansas,2016,14,2.81646,89
California,2016,14,2.11652,938
Colorado,2016,14,1.25915,43
Connecticut,2016,14,2.61398,129
Delaware,2016,14,0.747238,23
District of Columbia,2016,14,5.93434,141
Florida,2016,14,X,X
Georgia,2016,14,2.3326,873
Hawaii,2016,14,5.41344,91
Idaho,2016,14,1.45847,23
Illinois,2016,14,2.10069,1029
Indiana,2016,14,1.46894,92
Iowa,2016,14,0.700935,6
Kansas,2016,14,2.19956,151
Kentucky,2016,14,1.28462,320
Louisiana,2016,14,2.27786,1048
Maine,2016,14,1.05263,56
Maryland,2016,14,1.29988,86
Massachusetts,2016,14,1.53833,364
Michigan,2016,14,1.24723,298
Minnesota,2016,14,1.66983,88
Mississippi,2016,14,3.1701,648
Missouri,2016,14,1.91642,155
Montana,2016,14,0.514756,15
Nebraska,2016,14,0.730337,26
Nevada,2016,14,1.14353,145
New Hampshire,2016,14,0.932994,44
New Jersey,2016,14,2.34506,112
New Mexico,2016,14,2.43361,307
New York,2016,14,1.35135,97
North Carolina,2016,14,2.63865,334
North Dakota,2016,14,2.5,20
Ohio,2016,14,1.14891,204
Oklahoma,2016,14,2.37131,123
Oregon,2016,14,2.39763,89
Pennsylvania,2016,14,2.1044,283
Rhode Island,2016,14,1.2229,66
South Carolina,2016,14,1.2024,48
South Dakota,2016,14,1.69799,159
Tennessee,2016,14,1.87846,200
Texas,2016,14,2.83508,569
Utah,2016,14,2.50785,527
Vermont,2016,14,2.23684,68
Virginia,2016,14,2.43005,2286
Washington,2016,14,1.17793,57
West Virginia,2016,14,2.26966,403
Wisconsin,2016,14,1.99845,129
Wyoming,2016,14,1.75008,57
Puerto Rico,2016,14,4.09626,240
Virgin Islands,2016,14,0.487211,4
New York City,2016,14,2.16411,2122
Alabama,2016,15,3.62936,311
Alaska,2016,15,2.78207,36
Arizona,2016,15,2.80626,594
Arkansas,2016,15,3.6989,114
California,2016,15,1.92403,855
Colorado,2016,15,1.14943,42
Connecticut,2016,15,2.5015,125
Delaware,2016,15,0.280199,9
District of Columbia,2016,15,5.66696,130
Florida,2016,15,X,X
Georgia,2016,15,2.13829,770
Hawaii,2016,15,3.65935,55
Idaho,2016,15,0.742942,10
Illinois,2016,15,1.92583,955
Indiana,2016,15,1.09926,67
Iowa,2016,15,0.627854,11
Kansas,2016,15,2.01791,142
Kentucky,2016,15,1.31761,315
Louisiana,2016,15,1.98948,904
Maine,2016,15,1.57875,85
Maryland,2016,15,1.30955,127
Massachusetts,2016,15,1.36795,323
Michigan,2016,15,1.46172,366
Minnesota,2016,15,1.60559,85
Mississippi,2016,15,3.39072,648
Missouri,2016,15,1.7713,147
Montana,2016,15,0.237844,9
Nebraska,2016,15,0.472953,16
Nevada,2016,15,0.877486,105
